,Date,Adv,Dec,Adv_Dec_Ratio,Adv_Dec_Ratio_Recalc,Mean_Adv_Dec_Ratio
0,2015-11-13,454,1076,0.42,0.42193308550185876,1.2484645762082114
0,2015-11-16,828,707,1.17,1.1711456859971712,1.2368646295594112
0,2015-11-17,821,702,1.17,1.1695156695156694,1.2346987200187036
0,2015-11-18,516,1012,0.51,0.5098814229249012,1.2325332734796173
0,2015-11-19,1078,433,2.49,2.489607390300231,1.247750632523182
0,2015-11-20,893,635,1.41,1.4062992125984253,1.2553763327512748
0,2015-11-23,831,705,1.18,1.1787234042553192,1.2641842921824291
0,2015-11-24,847,678,1.25,1.2492625368731562,1.2527223720966152
0,2015-11-26,928,597,1.55,1.5544388609715243,1.2374808528472518
0,2015-11-27,795,733,1.08,1.0845839017735335,1.235467387780267
0,2015-11-30,915,623,1.47,1.4686998394863564,1.2391417279472825
0,2015-12-01,882,656,1.34,1.3445121951219512,1.2304500977617499
0,2015-12-02,761,774,0.98,0.9832041343669251,1.2248744851952695
0,2015-12-03,570,969,0.59,0.5882352941176471,1.226956838136446
0,2015-12-04,532,996,0.53,0.5341365461847389,1.2200099420826915
0,2015-12-07,745,798,0.93,0.9335839598997494,1.2179893603252676
0,2015-12-08,362,1189,0.3,0.30445752733389403,1.1998721098724656
0,2015-12-09,188,1375,0.14,0.13672727272727273,1.1885370925234024
0,2015-12-10,1117,418,2.67,2.672248803827751,1.2023390912650438
0,2015-12-11,456,1082,0.42,0.4214417744916821,1.1935013617706969
0,2015-12-14,871,663,1.31,1.3137254901960784,1.1968349517511916
0,2015-12-15,968,545,1.78,1.7761467889908258,1.203496141089568
0,2015-12-16,832,702,1.19,1.1851851851851851,1.2123104502793036
0,2015-12-17,1239,322,3.85,3.847826086956522,1.22961345341691
0,2015-12-18,699,858,0.81,0.8146853146853147,1.2273255239550676
0,2015-12-21,1113,454,2.45,2.451541850220264,1.2457902560792344
0,2015-12-22,737,821,0.9,0.8976857490864799,1.2507025974410668
0,2015-12-23,931,614,1.52,1.51628664495114,1.2572491116893205
0,2015-12-24,875,655,1.34,1.3358778625954197,1.2553650092432478
0,2015-12-28,875,677,1.29,1.292466765140325,1.2500908025982158
0,2015-12-29,650,916,0.71,0.7096069868995634,1.242682807426561
0,2015-12-30,732,810,0.9,0.9037037037037037,1.2338692069408292
0,2015-12-31,880,660,1.33,1.3333333333333333,1.235001654011238
0,2016-01-01,1113,452,2.46,2.4623893805309733,1.240896575853931
0,2016-01-04,533,1063,0.5,0.5014111006585137,1.2381536775147217
0,2016-01-05,1099,478,2.3,2.299163179916318,1.2535467014252537
0,2016-01-06,622,957,0.65,0.6499477533960293,1.2519464164889054
0,2016-01-07,194,1409,0.14,0.1376863023420866,1.249889916758575
0,2016-01-08,1231,343,3.59,3.5889212827988337,1.2840044382285387
0,2016-01-11,578,994,0.58,0.5814889336016097,1.2855700357798523
0,2016-01-12,436,1135,0.38,0.3841409691629956,1.2636495407095774
0,2016-01-13,298,1293,0.23,0.23047177107501934,1.2556609250869943
0,2016-01-14,382,1190,0.32,0.32100840336134456,1.2448615004042844
0,2016-01-15,143,1450,0.1,0.09862068965517241,1.2360455964828942
0,2016-01-18,158,1451,0.11,0.10889042039972432,1.2346712054177236
0,2016-01-19,1149,428,2.68,2.6845794392523366,1.2570045715119678
0,2016-01-20,224,1352,0.17,0.16568047337278108,1.2582303417629368
0,2016-01-21,839,719,1.17,1.1668984700973575,1.2600431173135838
0,2016-01-22,1313,266,4.94,4.93609022556391,1.2992963479676078
0,2016-01-25,1059,517,2.05,2.0483558994197293,1.2699373872767656
0,2016-01-27,842,697,1.21,1.2080344332855093,1.2715971074576533
0,2016-01-28,730,805,0.91,0.906832298136646,1.2726845463291034
0,2016-01-29,1021,541,1.89,1.88724584103512,1.2897416439946912
0,2016-02-01,853,698,1.22,1.2220630372492836,1.2935944302746138
0,2016-02-02,385,1175,0.33,0.3276595744680851,1.2698020605020535
0,2016-02-03,211,1359,0.16,0.15526122148638705,1.26972957823468
0,2016-02-04,585,968,0.6,0.6043388429752066,1.273382366988581
0,2016-02-05,1060,492,2.15,2.154471544715447,1.2793106440795712
0,2016-02-08,727,824,0.88,0.8822815533980582,1.2442954314445378
0,2016-02-09,365,1189,0.31,0.3069806560134567,1.2414716209833956
0,2016-02-10,297,1277,0.23,0.23257635082223962,1.228679539373773
0,2016-02-11,121,1478,0.08,0.08186738836265223,1.2052639790231654
0,2016-02-12,493,1076,0.46,0.45817843866171004,1.2043349274964696
0,2016-02-15,1331,237,5.62,5.616033755274262,1.2512911572186602
0,2016-02-16,273,1290,0.21,0.2116279069767442,1.2304999473016436
0,2016-02-17,696,857,0.81,0.8121353558926487,1.2207588473289714
0,2016-02-18,929,603,1.54,1.5406301824212272,1.2321651491531838
0,2016-02-19,834,702,1.19,1.188034188034188,1.2306277695145384
0,2016-02-22,877,661,1.33,1.3267776096822996,1.232170907930202
0,2016-02-23,349,1206,0.29,0.28938640132669985,1.2288993584096344
0,2016-02-24,415,1124,0.37,0.3692170818505338,1.2242643916816711
0,2016-02-25,523,994,0.53,0.5261569416498993,1.208384882259996
0,2016-02-26,586,926,0.63,0.6328293736501079,1.2044166800396239
0,2016-02-29,640,872,0.73,0.7339449541284404,1.1735599270492627
0,2016-03-01,1343,210,6.4,6.395238095238096,1.222143180484865
0,2016-03-02,1257,323,3.89,3.891640866873065,1.2440667065913182
0,2016-03-03,1089,453,2.4,2.403973509933775,1.2605748687859486
0,2016-03-04,959,597,1.61,1.6063651591289783,1.264862016079244
0,2016-03-08,776,797,0.97,0.973651191969887,1.2660881494885645
0,2016-03-09,853,687,1.24,1.2416302765647744,1.2659970338565862
0,2016-03-10,659,881,0.75,0.7480136208853575,1.2620155202825165
0,2016-03-11,650,903,0.72,0.7198228128460686,1.2559923743651757
0,2016-03-14,822,735,1.12,1.1183673469387756,1.256853467189402
0,2016-03-15,506,1037,0.49,0.4879459980713597,1.248693413492304
0,2016-03-16,668,873,0.77,0.7651775486827033,1.2446643980186791
0,2016-03-17,823,714,1.15,1.1526610644257702,1.2481957536214185
0,2016-03-18,814,753,1.08,1.0810092961487383,1.2513072484520646
0,2016-03-21,989,595,1.66,1.66218487394958,1.2630168164898061
0,2016-03-22,843,717,1.18,1.1757322175732217,1.2669007814373423
0,2016-03-23,759,783,0.97,0.9693486590038314,1.269523329812278
0,2016-03-28,347,1254,0.28,0.2767145135566188,1.2652801656694934
0,2016-03-29,623,942,0.66,0.6613588110403397,1.2672032315361832
0,2016-03-30,1235,337,3.66,3.664688427299703,1.2975417553314386
0,2016-03-31,784,769,1.02,1.0195058517555267,1.2947306788796686
0,2016-04-01,1086,468,2.32,2.3205128205128207,1.3104939466196805
0,2016-04-04,990,572,1.73,1.7307692307692308,1.324831681845828
0,2016-04-05,435,1122,0.39,0.3877005347593583,1.3235467438735833
0,2016-04-06,1077,472,2.28,2.281779661016949,1.332989344251414
0,2016-04-07,617,922,0.67,0.6691973969631236,1.3347952924529576
0,2016-04-08,954,590,1.62,1.616949152542373,1.2806295884476553
0,2016-04-11,930,624,1.49,1.4903846153846154,1.2913141037464828
0,2016-04-12,960,604,1.59,1.5894039735099337,1.2954966866216104
0,2016-04-13,1029,524,1.96,1.963740458015267,1.3034389345066062
0,2016-04-18,886,684,1.3,1.2953216374269005,1.3112933366516262
0,2016-04-20,902,674,1.34,1.3382789317507418,1.2997800520661316
0,2016-04-21,631,945,0.67,0.6677248677248677,1.2923943086173961
0,2016-04-22,754,781,0.97,0.9654289372599232,1.290261363947442
0,2016-04-25,564,1007,0.56,0.5600794438927508,1.283369533017638
0,2016-04-26,1005,543,1.85,1.850828729281768,1.2863334317007402
0,2016-04-27,748,793,0.94,0.9432534678436317,1.2849201273614415
0,2016-04-28,408,1129,0.36,0.36138175376439324,1.2738469465042217
0,2016-04-29,693,837,0.83,0.8279569892473119,1.2686813944454753
0,2016-05-02,763,813,0.94,0.9384993849938499,1.2682343469517445
0,2016-05-03,667,892,0.75,0.7477578475336323,1.2698295724859046
0,2016-05-04,367,1193,0.31,0.3076278290025147,1.2675644853140822
0,2016-05-05,737,804,0.92,0.9166666666666666,1.2673953123817514
0,2016-05-06,675,857,0.79,0.7876312718786465,1.2722270498271988
0,2016-05-09,1094,466,2.35,2.347639484978541,1.2943361719497117
0,2016-05-10,757,778,0.97,0.9730077120822622,1.2773437610322567
0,2016-05-11,601,939,0.64,0.6400425985090522,1.2795297692724303
0,2016-05-12,996,543,1.83,1.8342541436464088,1.2847350558069337
0,2016-05-13,564,992,0.57,0.5685483870967742,1.272659071787993
0,2016-05-16,761,787,0.97,0.9669631512071156,1.2704768514482125
0,2016-05-17,774,773,1.0,1.001293661060802,1.2420115271892553
0,2016-05-18,734,779,0.94,0.9422336328626444,1.2432870103710285
0,2016-05-19,436,1105,0.39,0.3945701357466063,1.222717293226292
0,2016-05-20,455,1107,0.41,0.4110207768744354,1.2178506435041716
0,2016-05-23,587,982,0.6,0.5977596741344195,1.2086653737960042
0,2016-05-24,492,1075,0.46,0.4576744186046512,1.1998833393560968
0,2016-05-25,1073,471,2.28,2.278131634819533,1.2097399880528887
0,2016-05-26,916,627,1.46,1.4609250398724083,1.2172531685826171
0,2016-05-27,919,630,1.46,1.4587301587301587,1.2228034331328819
0,2016-05-30,775,790,0.98,0.9810126582278481,1.2192802263818268
0,2016-05-31,590,970,0.61,0.6082474226804123,1.2007388068033213
0,2016-06-01,873,684,1.28,1.2763157894736843,1.208487853691473
0,2016-06-02,767,785,0.98,0.9770700636942675,1.1952669225292525
0,2016-06-03,670,891,0.75,0.7519640852974186,1.1962870858482662
0,2016-06-06,726,843,0.86,0.8612099644128114,1.2035223224689737
0,2016-06-07,933,616,1.51,1.5146103896103895,1.1827792135370891
0,2016-06-08,1028,541,1.9,1.900184842883549,1.1959661726299085
0,2016-06-09,714,828,0.86,0.8623188405797102,1.2007479513440757
0,2016-06-10,720,856,0.84,0.8411214953271028,1.2068544485865964
0,2016-06-13,590,984,0.6,0.5995934959349594,1.2096402995123328
0,2016-06-14,974,589,1.65,1.6536502546689305,1.2251905951624702
0,2016-06-15,1056,494,2.14,2.1376518218623484,1.2454782091770964
0,2016-06-16,542,1036,0.52,0.5231660231660231,1.2238640750162333
0,2016-06-17,749,800,0.94,0.93625,1.2315697702825057
0,2016-06-20,875,677,1.29,1.292466765140325,1.2328254532329352
0,2016-06-21,751,813,0.92,0.923739237392374,1.19270194335122
0,2016-06-22,513,1057,0.49,0.4853358561967833,1.1770717429189905
0,2016-06-23,618,954,0.65,0.6477987421383647,1.1714693860075192
0,2016-06-24,337,1241,0.27,0.2715551974214343,1.165116615000367
0,2016-06-27,1221,339,3.6,3.601769911504425,1.18226185570506
0,2016-06-28,1043,530,1.97,1.9679245283018867,1.189720470615586
0,2016-06-29,1177,396,2.97,2.9722222222222223,1.2161660970931272
0,2016-06-30,1040,528,1.97,1.9696969696969697,1.234310454575233
0,2016-07-01,890,703,1.27,1.2660028449502134,1.2409270945949833
0,2016-07-04,1071,521,2.06,2.055662188099808,1.2399390010288267
0,2016-07-05,707,890,0.79,0.7943820224719101,1.2390600057195653
0,2016-07-07,871,745,1.17,1.1691275167785236,1.247681474327216
0,2016-07-08,617,988,0.62,0.6244939271255061,1.2516006500902486
0,2016-07-11,1094,540,2.03,2.025925925925926,1.2710412354658813
0,2016-07-12,735,882,0.83,0.8333333333333334,1.2747927844125977
0,2016-07-13,507,1110,0.46,0.45675675675675675,1.2232000144274227
0,2016-07-14,1000,617,1.62,1.6207455429497568,1.2372911907871527
0,2016-07-15,532,1072,0.5,0.4962686567164179,1.2341325237953904
0,2016-07-18,613,1020,0.6,0.6009803921568627,1.2247360258927467
0,2016-07-19,695,906,0.77,0.7671081677704195,1.220526765690109
0,2016-07-20,1074,519,2.07,2.069364161849711,1.2279526312117832
0,2016-07-21,585,1018,0.57,0.574656188605108,1.230805329084567
0,2016-07-22,945,647,1.46,1.4605873261205564,1.2417190315272675
0,2016-07-25,1078,528,2.04,2.0416666666666665,1.2568741287774352
0,2016-07-26,538,1075,0.5,0.5004651162790698,1.2555504862037248
0,2016-07-27,796,807,0.99,0.9863692688971499,1.2580747293514118
0,2016-07-28,893,704,1.27,1.2684659090909092,1.2068070074899402
0,2016-07-29,716,911,0.79,0.7859495060373216,1.1757500938815826
0,2016-08-01,609,1009,0.6,0.6035678889990089,1.157746037672235
0,2016-08-02,484,1137,0.43,0.4256816182937555,1.1459392022638828
0,2016-08-03,407,1213,0.34,0.33553173948887055,1.1395580077390723
0,2016-08-04,856,752,1.14,1.1382978723404256,1.138524683696829
0,2016-08-05,1212,397,3.05,3.052896725440806,1.1615735147423836
0,2016-08-08,904,726,1.25,1.2451790633608815,1.1668270772475315
0,2016-08-09,611,987,0.62,0.6190476190476191,1.16183387996862
0,2016-08-10,399,1220,0.33,0.32704918032786884,1.1602249117911851
0,2016-08-11,624,967,0.65,0.6452947259565667,1.1590260835639237
0,2016-08-12,771,816,0.94,0.9448529411764706,1.156948002331431
0,2016-08-16,610,994,0.61,0.613682092555332,1.1522747302954968
0,2016-08-17,883,703,1.26,1.256045519203414,1.1482133367480352
0,2016-08-18,1077,521,2.07,2.0671785028790786,1.1571277996010938
0,2016-08-19,898,698,1.29,1.2865329512893984,1.1602996425239493
0,2016-08-22,699,902,0.77,0.7749445676274944,1.1652819430646582
0,2016-08-23,735,866,0.85,0.848729792147806,1.1671556528757328
0,2016-08-24,948,651,1.46,1.456221198156682,1.1450709805843027
0,2016-08-25,640,942,0.68,0.6794055201698513,1.1416699772684458
0,2016-08-26,577,1019,0.57,0.5662414131501472,1.1241272631948191
0,2016-08-29,711,889,0.8,0.7997750281214848,1.1148173211683416
0,2016-08-30,1009,578,1.75,1.745674740484429,1.1283970632255922
0,2016-08-31,757,855,0.89,0.8853801169590644,1.1144330677850136
0,2016-09-01,555,1071,0.52,0.5182072829131653,1.1129231666445139
0,2016-09-02,892,688,1.3,1.2965116279069768,1.1097187913981599
0,2016-09-06,1033,595,1.74,1.7361344537815127,1.1121762897821288
0,2016-09-07,806,816,0.99,0.9877450980392157,1.1061597010274218
0,2016-09-08,1004,616,1.63,1.62987012987013,1.1028209977459704
0,2016-09-09,560,1056,0.53,0.5303030303030303,1.0951708116747316
0,2016-09-14,1092,531,2.06,2.056497175141243,1.1023529941086365
0,2016-09-15,854,741,1.15,1.1524966261808367,1.1072007116931963
0,2016-09-16,747,875,0.85,0.8537142857142858,1.10608356517774
0,2016-09-19,856,755,1.13,1.1337748344370862,1.1118205190831834
0,2016-09-20,614,996,0.62,0.6164658634538153,1.0994768904249037
0,2016-09-21,832,799,1.04,1.0413016270337923,1.1004573720168056
0,2016-09-22,1079,536,2.01,2.013059701492537,1.116974151494087
0,2016-09-23,619,998,0.62,0.6202404809619239,1.114896986411233
0,2016-09-26,524,1100,0.48,0.4763636363636364,1.1102756289249307
0,2016-09-27,687,928,0.74,0.740301724137931,1.1102010676909737
0,2016-09-28,1037,583,1.78,1.7787307032590052,1.1249120964335386
0,2016-09-29,126,1532,0.08,0.08224543080939947,1.116567884074966
0,2016-09-30,1341,292,4.59,4.592465753424658,1.1546162288904263
0,2016-10-03,1447,203,7.13,7.12807881773399,1.2024206222179807
0,2016-10-04,941,675,1.39,1.394074074074074,1.2066312858378987
0,2016-10-05,963,668,1.44,1.4416167664670658,1.214647027517479
0,2016-10-06,625,1013,0.62,0.6169792694965449,1.2024742787759803
0,2016-10-07,781,841,0.93,0.9286563614744352,1.2060753585197568
0,2016-10-10,952,685,1.39,1.3897810218978102,1.210303537226664
0,2016-10-13,352,1293,0.27,0.2722351121423047,1.2030129517374788
0,2016-10-14,1037,575,1.8,1.8034782608695652,1.211625398017548
0,2016-10-17,675,973,0.69,0.6937307297019527,1.2146170039571016
0,2016-10-18,1216,432,2.81,2.814814814814815,1.2386549443365054
0,2016-10-19,942,701,1.34,1.3437945791726105,1.2461152933868873
0,2016-10-20,961,682,1.41,1.4090909090909092,1.2556294582917498
0,2016-10-21,840,804,1.04,1.044776119402985,1.2432959031375843
0,2016-10-24,936,701,1.34,1.3352353780313837,1.242039006519174
0,2016-10-25,679,952,0.71,0.7132352941176471,1.234584057873049
0,2016-10-26,542,1099,0.49,0.4931756141947225,1.2297056874327177
0,2016-10-27,545,1086,0.5,0.501841620626151,1.228641629412175
0,2016-10-28,969,651,1.49,1.4884792626728112,1.2307632641441664
0,2016-10-30,1243,341,3.65,3.6451612903225805,1.2574441764104494
0,2016-11-01,671,973,0.69,0.6896197327852004,1.2568207328853274
0,2016-11-02,316,1336,0.24,0.23652694610778444,1.250573902702277
0,2016-11-03,466,1170,0.4,0.39829059829059826,1.2394107047890792
0,2016-11-04,223,1436,0.16,0.15529247910863508,1.2219617811513301
0,2016-11-07,1196,452,2.65,2.646017699115044,1.2397987697366832
0,2016-11-08,690,927,0.74,0.7443365695792881,1.2388309204792052
0,2016-11-09,243,1401,0.17,0.1734475374732334,1.2345694608945879
0,2016-11-10,1307,343,3.81,3.8104956268221573,1.2561379146161202
0,2016-11-11,171,1470,0.12,0.11632653061224489,1.2359246617036193
0,2016-11-15,169,1518,0.11,0.11133069828722003,1.2318063084548312
0,2016-11-16,682,942,0.72,0.7239915074309978,1.2296837235291411
0,2016-11-17,538,1089,0.49,0.49403122130394855,1.2216993680907775
0,2016-11-18,840,759,1.11,1.1067193675889329,1.223529169392743
0,2016-11-21,206,1462,0.14,0.1409028727770178,1.220084839558545
0,2016-11-22,990,629,1.57,1.573926868044515,1.2293461208176069
0,2016-11-23,1259,358,3.52,3.516759776536313,1.2617981666087554
0,2016-11-24,846,745,1.14,1.1355704697986577,1.2371361721916978
0,2016-11-25,1382,262,5.27,5.2748091603053435,1.2702050185117324
0,2016-11-28,1053,571,1.84,1.8441330998248686,1.258924127287759
0,2016-11-29,1030,594,1.73,1.734006734006734,1.2565672249308566
0,2016-11-30,1134,446,2.54,2.5426008968609866,1.2693332054499642
0,2016-12-01,583,1034,0.56,0.5638297872340425,1.2544148814413065
0,2016-12-02,351,1262,0.28,0.27812995245641836,1.2492523607411519
0,2016-12-05,915,696,1.31,1.3146551724137931,1.2507076372975043
0,2016-12-06,936,683,1.37,1.3704245973645681,1.258166943999895
0,2016-12-07,567,1041,0.54,0.5446685878962536,1.2433543706195982
0,2016-12-08,1265,348,3.64,3.6350574712643677,1.2713716119989087
0,2016-12-09,853,766,1.11,1.1135770234986946,1.2779398146663281
0,2016-12-12,526,1061,0.5,0.4957587181903864,1.2666899464187344
0,2016-12-13,786,824,0.95,0.9538834951456311,1.2712660948030265
0,2016-12-14,470,1131,0.42,0.4155614500442087,1.2694119053819
0,2016-12-15,781,805,0.97,0.9701863354037267,1.271442687058233
0,2016-12-16,597,992,0.6,0.6018145161290323,1.2567671906010263
0,2016-12-19,601,1020,0.59,0.5892156862745098,1.2569127855777202
0,2016-12-20,432,1186,0.36,0.3642495784148398,1.245949408100663
0,2016-12-21,693,904,0.77,0.7665929203539823,1.2331986706375362
0,2016-12-22,291,1329,0.22,0.21896162528216703,1.2303836357275673
0,2016-12-23,738,867,0.85,0.8512110726643599,1.2290320537652393
0,2016-12-26,245,1388,0.18,0.1765129682997118,1.2181125243573272
0,2016-12-27,1175,423,2.78,2.7777777777777777,1.238030807074732
0,2016-12-28,1007,577,1.75,1.7452339688041594,1.2494474678727834
0,2016-12-29,1080,510,2.12,2.1176470588235294,1.266367122278081
0,2016-12-30,1154,444,2.6,2.599099099099099,1.2890027958741834
0,2017-01-04,944,659,1.43,1.43247344461305,1.2919445515969097
0,2017-01-09,875,752,1.16,1.163563829787234,1.2730512226403738
0,2017-01-10,976,636,1.53,1.5345911949685536,1.2759453439564508
0,2017-01-13,696,916,0.76,0.759825327510917,1.2773531210410838
0,2017-01-16,943,674,1.4,1.3991097922848665,1.2880737271606537
0,2017-01-17,794,836,0.95,0.9497607655502392,1.2911183875565901
0,2017-01-18,915,706,1.3,1.2960339943342776,1.2946301980881683
0,2017-01-19,840,780,1.08,1.0769230769230769,1.299262607931846
0,2017-01-23,991,637,1.56,1.555729984301413,1.302259452582826
0,2017-01-25,966,651,1.48,1.4838709677419355,1.2964263772314544
0,2017-01-27,820,836,0.98,0.9808612440191388,1.2933696601587519
0,2017-01-30,651,989,0.66,0.6582406471183013,1.29220262095366
0,2017-02-02,912,735,1.24,1.2408163265306122,1.296123486297488
0,2017-02-03,1000,636,1.57,1.5723270440251573,1.2972845447561727
0,2017-02-07,705,953,0.74,0.7397691500524659,1.2978881810549987
0,2017-02-08,865,779,1.11,1.110397946084724,1.3033297463843447
0,2017-02-09,801,849,0.94,0.9434628975265018,1.3047666250783947
0,2017-02-10,754,907,0.83,0.8313120176405733,1.2956229978499563
0,2017-02-14,563,1081,0.52,0.5208140610545791,1.2919773372909111
0,2017-02-15,302,1364,0.22,0.22140762463343108,1.2890093407081138
0,2017-02-16,1163,483,2.41,2.4078674948240164,1.3001228993772844
0,2017-02-17,873,761,1.15,1.147174770039422,1.2942333025398634
0,2017-02-20,1054,589,1.79,1.7894736842105263,1.3022505884015765
0,2017-02-21,923,700,1.32,1.3185714285714285,1.2991376013885896
0,2017-02-22,546,1107,0.49,0.4932249322493225,1.2987668204080522
0,2017-02-23,666,984,0.68,0.676829268292683,1.2849701413395669
0,2017-02-27,707,965,0.73,0.7326424870466322,1.280771599948225
0,2017-02-28,912,732,1.25,1.2459016393442623,1.2846934734845246
0,2017-03-01,1001,652,1.54,1.5352760736196318,1.28870848587635
0,2017-03-02,396,1266,0.31,0.3127962085308057,1.2856717893271201
0,2017-03-03,739,914,0.81,0.8085339168490153,1.2833441122252722
0,2017-03-06,906,767,1.18,1.18122555410691,1.2750257707514159
0,2017-03-07,679,970,0.7,0.7,1.2758233659417968
0,2017-03-08,523,1132,0.46,0.4620141342756184,1.2756798709209165
0,2017-03-09,670,975,0.69,0.6871794871794872,1.2751486485513321
0,2017-03-10,654,973,0.67,0.6721479958890031,1.264082821477632
0,2017-03-14,1047,616,1.7,1.6996753246753247,1.2802571204162914
0,2017-03-15,890,768,1.16,1.1588541666666667,1.2459210045487115
0,2017-03-16,1157,501,2.31,2.30938123752495,1.197734028746621
0,2017-03-17,711,961,0.74,0.7398543184183143,1.1911918311900636
0,2017-03-20,795,863,0.92,0.9212050984936269,1.185987714510329
0,2017-03-21,588,1072,0.55,0.5485074626865671,1.1853029964422293
0,2017-03-22,477,1192,0.4,0.4001677852348993,1.180018110679834
0,2017-03-23,1087,567,1.92,1.9171075837742504,1.1852913762985984
0,2017-03-24,798,838,0.95,0.9522673031026253,1.1920916982082017
0,2017-03-27,683,1001,0.68,0.6823176823176823,1.1808800924226828
0,2017-03-28,909,737,1.23,1.2333785617367707,1.186276570743031
0,2017-03-29,704,971,0.73,0.7250257466529351,1.1653786800614119
0,2017-03-30,1076,556,1.94,1.935251798561151,1.1712932522552975
0,2017-03-31,947,702,1.35,1.349002849002849,1.1706923716544169
0,2017-04-03,1273,421,3.02,3.02375296912114,1.1904821401515984
0,2017-04-05,1215,494,2.46,2.4595141700404857,1.2017249280716893
0,2017-04-06,791,895,0.88,0.8837988826815643,1.2034305639573286
0,2017-04-07,652,1048,0.62,0.6221374045801527,1.204720181861183
0,2017-04-10,998,690,1.45,1.4463768115942028,1.2141655337708634
0,2017-04-11,1032,647,1.6,1.5950540958268933,1.2152312821024043
0,2017-04-12,591,1096,0.54,0.5392335766423357,1.184172004965602
0,2017-04-13,798,879,0.91,0.9078498293515358,1.1863543059312651
0,2017-04-17,842,864,0.97,0.9745370370370371,1.1937344068405578
0,2017-04-18,580,1121,0.52,0.5173951828724354,1.194925452686376
0,2017-04-19,944,734,1.29,1.2861035422343323,1.206233563317633
0,2017-04-20,1130,543,2.08,2.0810313075506444,1.200583699401989
0,2017-04-21,832,859,0.97,0.9685681024447031,1.202826014730643
0,2017-04-24,988,697,1.42,1.4175035868005739,1.2152665752239167
0,2017-04-25,897,787,1.14,1.1397712833545108,1.18855933178924
0,2017-04-26,496,1203,0.41,0.41230257689110555,1.1915190922520287
0,2017-04-27,727,937,0.78,0.775880469583778,1.1981645899649944
0,2017-04-28,794,852,0.93,0.931924882629108,1.2002439237169755
0,2017-05-02,769,932,0.83,0.825107296137339,1.2035546844653093
0,2017-05-03,751,944,0.8,0.7955508474576272,1.2004429992639962
0,2017-05-04,863,825,1.05,1.0460606060606061,1.2094945765968321
0,2017-05-05,412,1277,0.32,0.3226311667971809,1.1969816195843588
0,2017-05-08,1020,650,1.57,1.5692307692307692,1.1775063295113035
0,2017-05-09,918,747,1.23,1.2289156626506024,1.1784397814398229
0,2017-05-10,1025,634,1.62,1.6167192429022081,1.1418588822657916
0,2017-05-11,678,991,0.68,0.6841574167507568,1.1302591254350502
0,2017-05-12,525,1162,0.45,0.45180722891566266,1.1174371303841395
0,2017-05-15,973,693,1.4,1.404040404040404,1.1060515254559338
0,2017-05-16,878,806,1.09,1.0893300248138957,1.1113065278317322
0,2017-05-17,703,961,0.73,0.7315296566077003,1.115840524873245
0,2017-05-18,317,1376,0.23,0.23037790697674418,1.1049977522188745
0,2017-05-19,545,1144,0.48,0.4763986013986014,1.096057492259215
0,2017-05-22,497,1194,0.42,0.41624790619765495,1.094773285442229
0,2017-05-23,286,1198,0.24,0.2387312186978297,1.0608100229165636
0,2017-05-24,339,1355,0.25,0.25018450184501845,1.0521760977000267
0,2017-05-25,1241,429,2.89,2.8927738927738926,1.076146249445862
0,2017-05-26,1251,426,2.94,2.936619718309859,1.0959736116775043
0,2017-05-29,462,1224,0.38,0.37745098039215685,1.0955925069809838
0,2017-05-30,768,894,0.86,0.8590604026845637,1.094481247653792
0,2017-05-31,953,718,1.33,1.3272980501392757,1.1017360829938945
0,2017-06-01,935,736,1.27,1.2703804347826086,1.1085477304789755
0,2017-06-02,997,689,1.45,1.4470246734397678,1.1193754814292247
0,2017-06-05,934,748,1.25,1.2486631016042782,1.1241961832417278
0,2017-06-06,501,1161,0.43,0.4315245478036176,1.1263218124669423
0,2017-06-07,962,691,1.39,1.3921852387843705,1.1317315541281423
0,2017-06-08,836,825,1.01,1.0133333333333334,1.1400997577784786
0,2017-06-09,865,802,1.08,1.0785536159600997,1.123107516160302
0,2017-06-12,572,1111,0.51,0.5148514851485149,1.1108036913237453
0,2017-06-13,849,834,1.02,1.0179856115107915,1.099807076850618
0,2017-06-14,783,885,0.88,0.8847457627118644,1.0826635434867455
0,2017-06-15,835,844,0.99,0.9893364928909952,1.078232173969525
0,2017-06-16,889,805,1.1,1.1043478260869566,1.0776400139325224
0,2017-06-19,736,953,0.77,0.7722980062959076,1.070017082045796
0,2017-06-20,729,954,0.76,0.7641509433962265,1.070060338204649
0,2017-06-21,832,847,0.98,0.9822904368358913,1.0658921446501592
0,2017-06-22,623,1051,0.59,0.5927687916270219,1.062322224910927
0,2017-06-23,348,1340,0.26,0.25970149253731345,1.0519588998929574
0,2017-06-27,386,1309,0.29,0.29488158899923606,1.044138485013719
0,2017-06-28,842,813,1.04,1.035670356703567,1.0389378887377405
0,2017-06-29,1103,555,1.99,1.9873873873873873,1.043973052934195
0,2017-06-30,831,827,1.0,1.0048367593712213,1.0442128080877158
0,2017-07-03,1193,482,2.48,2.475103734439834,1.062381438960931
0,2017-07-04,800,867,0.92,0.922722029988466,1.0592004959955097
0,2017-07-05,1122,576,1.95,1.9479166666666667,1.0629563922219247
0,2017-07-06,976,722,1.35,1.3518005540166205,1.0690767062615663
0,2017-07-07,857,827,1.04,1.0362756952841596,1.0683354837535606
0,2017-07-10,949,674,1.41,1.4080118694362018,1.0729809734726576
0,2017-07-11,650,1041,0.62,0.6243996157540826,1.0709118494537928
0,2017-07-12,980,705,1.39,1.3900709219858156,1.079604418063105
